date, pm25, pm10, o3, no2, so2, co
2022/1/3, 18, 4, 22, 7, , 
2022/1/4, 15, 5, 22, 3, , 
2022/1/5, 17, 6, 20, 7, , 
2022/1/6, 23, 10, 15, 5, , 
2022/1/7, 39, 12, 21, 5, , 
2022/1/8, 49, 9, 21, 4, , 
2022/1/9, 35, 20, 17, 6, , 
2022/1/10, 66, 33, 14, 8, , 
2022/1/11, 95, 19, 16, 7, , 
2022/1/12, 64, 15, 16, 5, , 
2022/1/13, 58, 15, 25, 4, , 
2022/1/14, 51, 13, 22, 5, , 
2022/1/15, 44, 20, 17, 5, , 
2022/1/16, 66, 7, 29, 2, , 
2022/1/17, 25, 10, 26, 6, , 
2022/1/18, 34, , , , , 
2021/10/1, 20, 11, 29, 4, , 
2021/10/2, 33, 20, 27, 1, 3, 
2021/10/3, 56, 8, 18, 6, , 
2021/10/4, 27, 10, 15, 7, , 
2021/10/5, 31, 8, 25, 5, , 
2021/10/6, 26, 12, 24, 8, , 
2021/10/7, 34, 30, 28, 5, , 
2021/10/8, 69, 26, 29, 5, , 
2021/10/9, 60, 27, 30, 6, , 
2021/10/10, 67, 18, 22, 6, , 
2021/10/11, 53, 4, 26, 2, , 
2021/10/12, 12, 7, 22, 5, , 
2021/10/13, 22, 9, 17, 4, , 
2021/10/14, 32, 10, 24, 4, , 
2021/10/15, 32, 8, 24, 3, , 
2021/10/16, 26, 11, 21, 5, , 
2021/10/17, 39, 12, 24, 8, , 
2021/10/18, 36, 16, 17, 6, , 
2021/10/19, 48, 11, 21, 4, , 
2021/10/20, 37, 9, 29, 1, , 
2021/10/21, 14, 4, 29, 2, , 
2021/10/22, 13, 8, , 3, , 
2021/10/23, 28, 10, , 4, , 
2021/10/24, 34, 17, 16, 11, , 
2021/10/25, 55, 18, 17, 11, , 
2021/10/26, 55, 9, 20, 6, , 
2021/10/27, 28, 15, 19, 7, , 
2021/10/28, 49, 27, 20, 9, , 
2021/10/29, 71, 34, 29, 6, , 
2021/10/30, 89, 20, 26, 3, , 
2021/10/31, 63, 19, 20, 6, , 
2021/11/1, 55, 14, 13, 8, , 
2021/11/2, 44, 14, 9, 10, , 
2021/11/3, 46, 18, 24, 4, , 
2021/11/4, 54, 8, 23, 2, , 
2021/11/5, 31, 9, 20, 4, , 
2021/11/6, 32, 7, 24, 2, , 
2021/11/7, 25, 6, 21, 2, , 
2021/11/8, 23, 13, 17, 8, , 
2021/11/9, 39, 22, 9, 12, , 
2021/11/10, 64, 18, 10, 12, , 
2021/11/11, 57, 18, 14, 8, , 
2021/11/12, 58, 24, 4, 10, , 
2021/11/13, 70, 27, 17, 7, , 
2021/11/14, 80, 27, 14, 6, , 
2021/11/15, 77, 31, 8, 10, , 
2021/11/16, 85, 12, 11, 9, , 
2021/11/17, 47, 15, 17, 6, , 
2021/11/18, 51, 10, 20, 3, , 
2021/11/19, 40, 10, 22, 2, , 
2021/11/20, 39, 12, 16, 4, , 
2021/11/21, 42, 5, 18, 5, , 
2021/11/22, 16, 10, 17, 5, , 
2021/11/23, 40, 10, 18, 6, , 
2021/11/24, 36, 21, 15, 7, , 
2021/11/25, 67, 14, 16, 5, , 
2021/11/26, 49, 16, 10, 6, , 
2021/11/27, 58, 15, 12, 6, , 
2021/11/28, 56, 14, 13, 4, , 
2021/11/29, 51, 7, 28, 3, , 
2021/11/30, 28, 3, 25, 3, , 
2021/12/1, 13, 4, 26, 3, , 
2021/12/2, 15, 8, 19, 5, , 
2021/12/3, 32, 15, 13, 5, , 
2021/12/4, 57, 27, 7, 5, , 
2021/12/5, 80, 25, 10, 6, , 
2021/12/6, 78, 23, 8, 8, , 
2021/12/7, 74, 25, 7, 9, 1, 
2021/12/8, 78, 32, 6, 11, , 
2021/12/9, 94, 34, 1, 12, , 
2021/12/10, 96, 18, 5, 10, , 
2021/12/11, 60, 16, 11, 6, , 
2021/12/12, 57, 12, 9, 8, , 
2021/12/13, 41, 14, 11, 7, , 
2021/12/14, 50, 14, 11, 7, , 
2021/12/15, 52, 11, 18, 4, , 
2021/12/16, 42, 11, 20, 3, , 
2021/12/17, 41, 5, 23, 2, , 
2021/12/18, 18, 4, 24, 1, , 
2021/12/19, 15, 6, 19, 5, , 
2021/12/20, 23, 17, 12, 6, , 
2021/12/21, 56, 20, 17, 9, 1, 
2021/12/22, 63, 22, 6, 10, , 
2021/12/23, 71, 8, 27, 8, , 
2021/12/24, 28, 7, 21, 7, , 
2021/12/25, 22, 20, 13, 12, 1, 
2021/12/26, 66, 35, 10, 11, 2, 
2021/12/27, 102, 36, 7, 11, 1, 
2021/12/28, 104, 15, 10, 10, , 
2021/12/29, 53, 10, 15, 6, , 
2021/12/30, 39, 6, 17, 3, , 
2021/12/31, 21, 16, 18, 4, , 
2022/1/1, 56, 9, 22, 4, , 
2022/1/2, 32, 5, 28, 4, , 
2021/7/1, 26, 20, 31, 1, , 
2021/7/2, 47, 22, 34, 1, 1, 
2021/7/3, 52, 21, 44, 2, 1, 
2021/7/4, 52, 16, 31, 4, 1, 
2021/7/5, 41, 11, 30, 3, 1, 
2021/7/6, 18, 8, 29, 3, 1, 
2021/7/7, 21, 16, 24, 4, 1, 
2021/7/8, 45, 9, 25, 1, 1, 
2021/7/9, 28, 12, 34, 1, 1, 
2021/7/10, 38, 20, 41, 2, 1, 
2021/7/11, 44, 25, 40, 4, 1, 
2021/7/12, 62, 36, 45, 5, 1, 
2021/7/13, 54, 22, 30, 2, 1, 
2021/7/14, 55, 16, 37, 3, 1, 
2021/7/15, 32, 24, 35, 3, 1, 
2021/7/16, 55, 21, 28, 1, 1, 
2021/7/17, 50, 13, 20, 1, , 
2021/7/18, 23, 14, 22, 1, 1, 
2021/7/19, 36, 17, 26, 1, 1, 
2021/7/20, 36, 14, 26, 2, , 
2021/7/21, 34, 20, 30, 2, , 
2021/7/22, 49, 31, 34, 3, , 
2021/7/23, 58, 32, 53, 2, , 
2021/7/24, 53, 30, 58, 2, 1, 
2021/7/25, 60, 32, 42, 3, , 
2021/7/26, 56, 20, 41, 3, 1, 
2021/7/27, 32, 12, 36, 2, 1, 
2021/7/28, 33, 15, 33, 2, 1, 
2021/7/29, 24, 19, 33, 3, 1, 
2021/7/30, 34, 13, 32, 1, 1, 
2021/7/31, 22, 8, 31, 1, 1, 
2021/8/1, 24, 8, 30, 1, 1, 
2021/8/2, 20, 14, 32, 3, , 
2021/8/3, 29, 14, 31, 3, 1, 
2021/8/4, 40, 13, 39, 2, 1, 
2021/8/5, 34, 16, 41, 3, 1, 
2021/8/6, 41, 7, 27, 2, 1, 
2021/8/7, 21, 6, 27, 1, 1, 
2021/8/8, 17, 7, 27, 2, 1, 
2021/8/9, 17, 11, 29, 3, 1, 
2021/8/10, 23, 12, 30, 2, , 
2021/8/11, 38, 14, 42, 4, 1, 
2021/8/12, 37, 28, 48, 4, 1, 
2021/8/13, 47, 15, 42, 3, 1, 
2021/8/14, 38, 19, 36, 3, 1, 
2021/8/15, 42, 17, 33, 2, 1, 
2021/8/16, 32, 9, 28, 1, 1, 
2021/8/17, 27, 9, 25, 2, 1, 
2021/8/18, 29, 11, 28, 2, 1, 
2021/8/19, 36, 9, 27, 2, 1, 
2021/8/20, 31, 11, 30, 2, 1, 
2021/8/21, 35, 9, 24, 1, 1, 
2021/8/22, 29, 9, 29, , 1, 
2021/8/23, 23, 8, 32, 1, 1, 
2021/8/24, 20, 12, 34, 3, 1, 
2021/8/25, 19, 6, 18, 1, , 
2021/8/26, 19, 7, 18, 1, , 
2021/8/27, 19, 7, 27, 1, 1, 
2021/8/28, 26, 5, 24, 1, , 
2021/8/29, 16, 8, 24, 1, , 
2021/8/30, 26, 11, 28, 1, 1, 
2021/8/31, 34, 15, 24, 2, 1, 
2021/9/1, 48, 19, 25, 3, 1, 
2021/9/2, 55, 19, 31, 4, , 
2021/9/3, 52, 18, 26, 2, 1, 
2021/9/4, 52, 21, 25, 2, 1, 
2021/9/5, 59, 20, 35, 4, 1, 
2021/9/6, 46, 25, 35, 4, 1, 
2021/9/7, 61, 23, 46, 5, 2, 
2021/9/8, 54, 35, 45, 6, 1, 
2021/9/9, 63, 23, 37, 5, 2, 
2021/9/10, 55, 18, 28, 3, 2, 
2021/9/11, 54, 14, 27, 3, 2, 
2021/9/12, 46, 11, 24, 2, 2, 
2021/9/13, 36, 12, 35, 4, , 
2021/9/14, 29, 20, 26, 4, 2, 
2021/9/15, 55, 11, 29, 2, , 
2021/9/16, 34, 3, 24, 1, , 
2021/9/17, 9, 7, 20, 1, 2, 
2021/9/18, 20, 8, 26, , 2, 
2021/9/19, 24, 9, 23, 2, 2, 
2021/9/20, 26, 10, 25, 2, 2, 
2021/9/21, 31, 13, 25, 2, 2, 
2021/9/22, 39, 22, 30, 4, 2, 
2021/9/23, 53, 11, 27, 2, 2, 
2021/9/24, 36, 16, 20, 3, 2, 
2021/9/25, 52, 18, 34, 4, 2, 
2021/9/26, 50, 18, 25, 5, 2, 
2021/9/27, 55, 14, 28, 4, 2, 
2021/9/28, 36, 12, 23, 7, 2, 
2021/9/29, 38, 6, 23, 4, , 
2021/9/30, 15, 9, 28, 6, , 
2021/4/1, 63, 9, 33, 1, , 
2021/4/2, 24, 15, 36, 3, , 
2021/4/3, 31, 13, 35, 3, , 
2021/4/4, 42, 11, 34, 2, , 
2021/4/5, 35, 5, 29, 2, , 
2021/4/6, 16, 6, 30, 2, , 
2021/4/7, 19, 6, 33, 2, , 
2021/4/8, 20, 17, 37, 4, 1, 
2021/4/9, 50, 14, , 4, , 
2021/4/10, 46, 25, 35, 3, , 
2021/4/11, 68, 5, 34, 2, , 
2021/4/12, 17, 8, 32, 3, , 
2021/4/13, 24, 9, 37, 2, , 
2021/4/14, 27, 6, 35, 2, , 
2021/4/15, 18, 9, 34, 1, , 
2021/4/16, 13, 23, 31, 3, , 
2021/4/17, 68, 18, 22, 2, , 
2021/4/18, 56, 16, 32, 3, , 
2021/4/19, 48, 19, 40, 4, , 
2021/4/20, 46, 21, 42, 5, , 
2021/4/21, 41, 14, 32, 1, , 
2021/4/22, 29, 18, 35, 2, , 
2021/4/23, 31, 25, 34, 3, , 
2021/4/24, 44, 21, 33, 2, , 
2021/4/25, 22, 20, 34, 3, , 
2021/4/26, 23, 38, 35, 5, 1, 
2021/4/27, 33, 38, 46, 5, 1, 
2021/4/28, 57, 23, 37, 7, , 
2021/4/29, 66, 13, 36, 2, , 
2021/4/30, 49, 18, 35, 2, 1, 
2021/5/1, 60, 18, 35, 2, , 
2021/5/2, 58, 7, 34, 2, , 
2021/5/3, 25, 21, 35, 4, , 
2021/5/4, 30, 15, 33, 2, , 
2021/5/5, 19, 8, 33, 3, , 
2021/5/6, 25, 5, 30, 4, , 
2021/5/7, 25, 8, 38, 3, , 
2021/5/8, 38, 8, 40, 2, 1, 
2021/5/9, 22, 17, 47, 3, 1, 
2021/5/10, 26, 18, 49, 3, 1, 
2021/5/11, 41, 13, 23, 2, 1, 
2021/5/12, 46, 8, 22, 1, 1, 
2021/5/13, 28, 5, 30, 1, 1, 
2021/5/14, 17, 9, 36, 2, 1, 
2021/5/15, 27, 6, 31, 2, 1, 
2021/5/16, 20, 5, 34, 3, 1, 
2021/5/17, 16, 8, 31, 3, 1, 
2021/5/18, 28, 9, 37, 2, 1, 
2021/5/19, 29, 6, 36, 2, , 
2021/5/20, 20, 10, 36, 2, 1, 
2021/5/21, 25, 5, 29, 2, 1, 
2021/5/22, 9, 6, 33, 2, 1, 
2021/5/23, 18, 9, 37, 1, , 
2021/5/24, 19, 4, 31, 2, , 
2021/5/25, 9, 5, 31, 3, 1, 
2021/5/26, 14, 5, 32, 3, , 
2021/5/27, 17, 7, 30, 1, , 
2021/5/28, 19, 19, 29, 2, 1, 
2021/5/29, 62, 20, 34, 1, 1, 
2021/5/30, 40, 26, 37, 2, 1, 
2021/5/31, 34, 30, 36, 2, 1, 
2021/6/1, 57, 29, 40, 2, 2, 
2021/6/2, 57, 46, 48, 3, 1, 
2021/6/3, 45, 31, 44, 5, 2, 
2021/6/4, 56, 30, 50, 1, 1, 
2021/6/7, 44, 33, 42, 2, 1, 
2021/6/8, 66, 33, 37, 3, 1, 
2021/6/9, 28, 34, 50, 3, 1, 
2021/6/10, 51, 28, 41, 2, 1, 
2021/6/12, 28, 13, 28, , 1, 
2021/6/13, 33, 17, 35, 3, 1, 
2021/6/14, 34, 32, 33, 2, , 
2021/6/15, 56, 23, 47, 3, 1, 
2021/6/16, 28, 35, 58, 3, 1, 
2021/6/17, 52, 38, 49, 4, 1, 
2021/6/18, 57, 47, 62, 2, 1, 
2021/6/19, 63, 30, 49, 1, 1, 
2021/6/20, 61, 19, 41, 1, , 
2021/6/21, 45, 19, 31, 1, , 
2021/6/22, 33, 21, 28, 3, , 
2021/6/23, 47, 19, 26, 3, 1, 
2021/6/24, 54, 19, 37, 4, 1, 
2021/6/25, 47, , , , , 
2021/6/28, 40, 35, 39, 4, 1, 
2021/6/29, 58, 18, 22, 3, 1, 
2021/6/30, 55, 8, 18, 2, 1, 
2021/1/4, 36, 13, 16, 3, , 
2021/1/5, 46, 3, 15, 3, , 
2021/1/6, 10, 8, 7, 5, , 
2021/1/7, 30, 13, 8, 7, , 
2021/1/8, 45, 12, 5, 4, , 
2021/1/9, 42, 14, 11, 4, , 
2021/1/10, 52, 12, 15, 6, , 
2021/1/11, 45, 8, 25, 5, , 
2021/1/12, 29, 3, 25, 2, , 
2021/1/13, 12, 7, 20, 2, , 
2021/1/14, 25, 9, 25, 2, , 
2021/1/15, 31, 9, , 2, , 
2021/1/16, 35, 16, 16, 6, , 
2021/1/17, 54, 21, 8, 8, , 
2021/1/18, 64, 10, 20, 5, , 
2021/1/19, 33, 6, 23, 4, , 
2021/1/20, 21, 4, 27, 4, , 
2021/1/21, 11, 3, 28, 4, , 
2021/1/22, 6, 19, 11, 8, , 
2021/1/24, 42, 18, 18, 6, , 
2021/1/25, 60, 21, 19, 7, , 
2021/1/26, 64, 16, 21, 6, , 
2021/1/27, 53, 10, 21, 4, , 
2021/1/28, 35, 8, 15, 8, , 
2021/1/29, 28, 14, 19, 4, , 
